Comuna,Clasificacion,Nombre,Ubicacion,Has.x.comuna,Observaciones,Otros
8,VEREDA VERDE,"PIZARRO, FRANCISCO 2701-2901","PIZARRO, FRANCISCO      2701",0.248,NA,NA
8,PARQUE,PORTELA 2301-2600,PORTELA      2301,0.769,NA,NA
8,PLAZOLETA,RIVERA INDARTE 3200,RIVERA INDARTE AV.      3200,0.1,NA,NA
8,CANTERO CENTRAL,"ROCA, CNEL. AV. 5252","ROCA, CNEL. AV.      5252",15.904,NA,NA
8,CANTERO CENTRAL,SAN PEDRITO E/W. COOKE Y FERRE,"SAN PEDRITO Y COOKE, JOHN W.",1.465,NA,NA
8,CANTERO CENTRAL,SOMELLERA 5500-5900,SOMELLERA      5500,0.226,NA,NA
8,VEREDA VERDE,VARELA 2200-2700,VARELA AV.      2200,0.785,NA,NA
9,Cantero central,C.Cent Corrales 6900-7400,AV. DE LOS CORRALES 6900-7400,0.04,NA,NA
9,Plazoleta, 17 de Mayo,CAROYA - MONTE - BASUALDO - CALLE S/D,0.223,NA,NA
9,Plazoleta, 18 de diciembre de 1872 -,"PAZ, Gral., Av. - BOSCH, VENTURA - Colectora (este) - TUYUTÍ",0.3,NA,NA
9,Plazoleta, Alfredo L. Palacios,"SUAREZ, JOSE L. - ACASSUSO - SALADILLO",0.175,NA,NA
9,Plaza, Pza. Ana Maria Mogas,"DE LA TORRE, LISANDRO, AV. - PATRON - ACASSUSO - PILAR",0.959,NA,NA
9,Plazoleta, Asturias Av. 2657,"ASTURIAS, Av 2600. e/ SANTANDER y SANTIAGO de COMPOSTELA",2.107,NA,NA
9,Plazoleta,Beato Luis Guanella,"CASTRO, EMILIO, AV. - LEGUIZAMON, MARTINIANO - SCHIMIDL, ULRICO",0.066,NA,NA
9,Jardin," Bermudez, Antonio 1453","BERMUDEZ, ANTONIO 1453",0.1,NA,NA
9,Plazoleta,Cooperadoras Escolares,"PAZ, Gral. Av. - GRARCÍA DE COSSIO - Colectora (este) - CAAGUAZÚ",0.18,NA,NA
9,Plazoleta,Dr. Carlos S. Lamas,"CARDENAS, CNEL., AV. - CARHUE - LAFERRERE, GREGORIO DE",0.238,NA,NA
9,Parque, Parque Alberdi,"DIRECTORIO, AV. - DE LA TORRE, LISANDRO, AV. - LEGUIZAMON, MARTINIANO - TANDIL",5.515,NA,NA
9,Plazoleta, Dr. Norberto Piñero,"Emilio Castr, Fragata Argentina y Montiel",0.063,NA,NA
9,Plaza, Dr. Onesimo Leguizamon,ERCILLA - FRAGATA LA ARGENTINA - GUAMINI - SCHMIDEL,0.698,NA,NA
9,Plazoleta, Fernando Ghio,"CARDENAS, CNEL., AV. - GARZON, E. - ANDALGALA",0.033,NA,NA
9,Cantero central,EUGENIO GARZON 4900,"GARZON, EUGENIO AV. 4900 E/ ESCALADA, AV. Y GUARDIA NACIONAL",0.026,NA,NA
9,Cantero central, EUGENIO GARZON 5000,"GARZON, EUGENIO AV. 5000 E/ GUARDIA NACIONAL Y BASUALDO",0.04,NA,NA
9,Cantero central, EUGENIO GARZON 5300,"GARZON, EUGENIO AV.5300 E/ CORVALAN Y ALBARIÑO",0.527,NA,NA
9,Plazoleta, Giacomo Puccini,"FINLANDIA - ERCILLA - CAÑADA DE GOMEZ - CASTRO, EMILIO, AV.",0.03,NA,NA
9,Plazoleta, Ignacio Corsini,MOZART - BRAGADO - TAPALQUE - PITAGORAS,0.04,NA,NA
9,Plaza, Ing. Estevez,"DELLEPIANE, LUIS J., TTE. GRAL., AV. - LACARRA, AV. - ALVAREZ, CRISOSTOMO - FERNANDEZ",1.608,NA,NA
9,Cantero Central, Irma Carrica,"SAN JUAN BAUTISTA DE LA SALLE,  E/ PERON, EVA AV. Y RECUERDO DE PROVINCIA",0.132,NA,NA
9,Plazoleta, Jacinto Oddone,"DERQUI, AV. - ECHEANDIA - ZINNY",0.022,NA,NA
9,Plazoleta, Justo Suarez,"CARDENAS, CNEL., AV. - DIRECTORIO, AV. - COSQUIN",0.022,NA,NA
9,Plaza,Plaza Di Pascuale,"LACARRA, AV. - DELLEPIANE, LUIS J., TTE. GRAL., AV.(NORTE) - AUTOPISTA PERITO MORENO (AU 6), PERITO, AUTOPISTA (AU 6) - PERON, EVA, AV.",1.241,NA,NA
9,Plazoleta,Latinoamericana,"EL PROFETA DE LA PAMPA - PADRE MONTES CARBALLO - SAN JUAN BAUTISTA DE LA SALLE, AV. - EL PROFETA DE LA PAMPA",0.122,NA,NA
9,Plazoleta, Luis J. de Tejeda,"DE LASALA, CANDIDO, TTE. DE NAVIO - BENIELLI, CARLOS J. - COSQUIN - AGUIRRE, JULIAN",0.136,NA,NA
9,Plazoleta,Luna Pelagio,"CASTRO, EMILIO, AV. - PIERES - PIZARRO",0.028,NA,NA
9,Plazoleta , Monte 6826,YRUPE  - MONTE - AMANCAY / MONTE 6826,0.305,NA,NA
9,Plazoleta,Pta. Eleodoro Marenco,YRUPE - COSQUIN - MONTE - AMANCAY,0.291,NA,NA
9,Plazoleta,Nicolas Repetto,FRAGATA TRINIDAD - ZELADA - FRAGATA HALCON - ZELADA,0.246,NA,NA
9,Parque, Parque Santojanni,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO ,1.105,NA,NA
9,Plaza,Plaza Cnel Martin Irigoye,"FONROUGE - GARCIA DE COSSIO - LARRAZABAL, AV. - PROPIEDAD PARTICULAR",0.769,NA,NA
9,Plaza, Plaza de los Mataderos,"CARDENAS, CNEL., AV. - CARHUE - LAFERRERE, GREGORIO DE",1.047,NA,NA
9,Plaza,Plaza Domingo Olivera,REMEDIOS - MOZART - TANDIL - MORETO,0.661,Mejora en patio de juegos,NA
9,Plaza,Plaza Henry Dunant,PRIMERA JUNTA - GUARDIA NACIONAL - CHAMICAL - CAROYA,0.489,NA,NA
9,Plaza, Salaberry ,"ALBERDI, JUAN B., AV. - CAFAYATE - BRAGADO - PILAR",0.635,NA,NA
9,Plaza, Plaza Sargento Cabral,"MARTINEZ DE HOZ - SUAREZ, JOSE L. - ARCE, MANUEL",0.403,NA,NA
9,Plaza,Plaza Sarmiento,TUYUTI - COSQUIN - HUMAITA - EL RASTREADOR,0.573,Mejora en patio de juegos,NA
9,Plazoleta, Plazoleta El Resero,"DE LA TORRE, LISANDRO, AV. - DE LOS CORRALES, AV. - MONUMENTO AL RESERO",0.026,NA,NA
9,Cantero central, Remedios 5501,"REMEDIOS, AV. 5500E/ FONROUGE Y POLA",0.301,NA,NA
9,Cantero central, Remedios 5696,"REMEDIOS, AV. 5600 E/ LARRAYA Y FONROUGE",0.047,NA,NA
9,Cantero central,Remedios 5701,REMEDIOS ENTRE LA QUENA Y LARRAYA ,0.017,NA,NA
9,Cantero central,REMEDIOS 5798,"REMEDIOS, AV. 5700  E/ LARRAZABAL, AV. Y LA QUENA",0.022,NA,NA
9,Plazoleta, Ricardo J. Calichio,"CARDENAS, CNEL., AV. - COSQUIN - TANDIL",0.02,NA,NA
9,Plaza,"Rodo, Jose E. 4256","RODO, JUAN - FERNANDEZ",0.018,NA,NA
9,Plazoleta, Romulo Zabala,-,0.625,NA,NA
9,Vereda Verde,Plazoleta De La Madre,"ARTIGAS, MANUEL - ALBERDI, JUAN B., AV. - CARHUE",0.04,NA,NA
9,Plaza,Plaza Isidora ,CAAGUAZU 5901,0.365,NA,NA
9,Plazoleta,CAGLILARI 1401-1450,CAGLILARI 1401-1450,0.099,NA,NA
9,Plazoleta,Plazoleta Emilio Castro y Basualdo,"CASTRO, EMILIO, AV. - SEQUEIRA - BASUALDO",0.053,NA,NA
9,Vereda Verde,P DEL CARRIL HUGO,"DE LOS CORRALES, LISANDRO LA TORRE, TIMOTEO GORDILLO ",0.1,NA,NA
9,Vereda Verde," RAGGIO DE BATTINI, MARIA","DE LOS CORRALES, Av. e/ GORDILLO, TIMOTEO y CAÑADA DE GÓMEZ",0.079,NA,NA
9,Vereda Verde,"MOHR, FRANCISCO ALEJANDRO","DE LOS CORRALES, Av. e/  CAÑADA DE GÓMEZ y COSQUÍN",0.079,NA,NA
9,Vereda Verde,"PERON, EVA, AV. 3991-4000",EVA PERON  E/LACARRA /VALLE. MARIA,0.008,NA,NA
9,Plazoleta," PERON, EVA, AV. 4001-4100","LACARRA, AV. - PROPIEDAD PARTICULAR - PERON, EVA, AV. 4000- VALLE, MARIA REMEDIOS DEL",0.1,NA,NA
9,Vereda Verde,LACARRA AV. 1586-1600,LACARRA  E /VALLE MARIA  /PRIMERA JUNTA,0.206,NA,NA
9,Vereda Verde," OLIVERA AV., MONTE Y HOMERO","OLIVERA, AV. - MONTE - HOMERO",0.016,NA,NA
9,Vereda Verde,"OLIVERA AV., Y PERITO MORENO","MORETO - MORENO, PERITO, AV. - OLIVERA, AV.",0.012,NA,NA
9,Cantero central, Remedios 5001,"REMEDIOS, AV 5001. E/ ARAUJO Y BASUALDO",0.033,NA,NA
9,Cantero central,Remedios 6001,"REMEDIOS, AV 6000. E/ MURGUIONDO Y OLIDEN",0.061,NA,NA
9,Plazoleta,P. JUNTA; WHITE Y LASALLE,"PRIMERA JUNTA - WHITE - SAN JUAN BAUTISTA  DE LA SALLE, AV.",0.022,NA,NA
9,Plazoleta, Zinny 1301,"MORENO, PERITO, AV. -ZINNY - MONTE - BRUIX, Av. ",0.069,NA,NA
9,Cantero central,  C. C. COMPOSTELA ,"SANTIAGO DE COMPOSTELA, AV. E/  ASTURIAS Y MOZART",0.111,NA,NA
9,Plazoleta, Boulevard Larrazabal,LARRAZABAL E/ EMILIO CASTRO Y COSSIO,0.06,NA,NA
9,Vereda Verde, Bermudez y Lacarra,"PASAJE S/D    E /  BERMUDEZ, ANTONIO Y LACARRA, AV.",0.06,NA,NA
9,Cantero central, S/D Boulevard Bilbao,BILBAO E/ LACARRA Y PORTELA,0.287,NA,NA
9,Plazoleta,San Cayetano de Liniers,"JUSTO, JUÁN, B. Av. - Colectora de acceso a PAZ, Gral. Av. - RESERVISTAS ARGENTINOS",0.659,NA,NA
9,Cantero central, San Juan Bautista de la S,"SAN JUAN BAUTISTA DE LA SALLE, e/ SAN PEDRO y GARZON EUGENIO, Gral. Av.",0.03,NA,NA
9,Cantero central, San Juan Bautista de la S,"SAN JUAN BAUTISTA DE LA SALLE, e/ EL PROFETA DE LA PAMPA Y CORREA GUILLERMO, Dr.",0.832,NA,NA
9,Cantero central, San Juan Bautista de la S,"SAN JUAN BAUTISTA DE LA SALLE, e/ RECUERDOS de PROVINCIA Y EL PROFETA DE LA PAMPA",0.086,NA,NA
9,Cantero central, Santiago de Compostela Av,"SANTIAGO DE COMPOSTELA, AV. E/ FERNANDEZ Y LACARRA, AV.",0.058,NA,NA
9,Cantero central,Santiago de Compostela Av,SANTIAGO DE COMPOSTELA AV. 3856,0.071,NA,NA
9,Cantero central, Santiago de Compostela Av,"SANTIAGO DE COMPOSTELA, AV 4001",0.1,NA,NA
9,Plazoleta,Santiago J. Chierico,"SUAREZ, JOSE L. - HUMAITA - SANTI, MIGUEL, SOLDADO ARCHIVISTA",0.03,NA,NA
9,Plazoleta,"PM-EV-Z5-C09 - Di Taranto, Tomasa",J.l Suarezm Humaita y luscher,0.022,NA,NA
9,Vereda Verde,PM-EV-Z5-C09 - Region Basilicita,"DE LOS CORRALES, Av. e/  COSQUÍN y ANDALGALÁ",0.08,NA,NA
9,Plazoleta,PM-EV-Z5-C09 - Plazoletas Bruix,"AV. BRUIX DESDE ALBERDI Y ESCALADA, HASTA TANDIL",0.1,NA,NA
9,Vereda Verde,PM-EV-Z5-C09 - Emilio Castro y Saladillo,"VVERD EMILIO CASTRO, SALADILLO Y FRAGATA TRINIDAD",0.102,NA,NA
9,Cantero central,PM-EV-Z5-C09 - Boulevar Alberdi,AV. JUAN B. ALBERDI ENTRE MURGUIONDO Y LARRAZABAL,0.045,NA,NA
10,Cantero central,Paseo del Cine,Ramón Falcón / Albariños / escalada,0.25,NA,NA
10,Cantero central,sin nombre ,   Av. Juan B. Justo  e/ Gana y Gral. Paz,0.014,NA,NA
10,Plazoleta,Homero 0,Av. Rivadavia 9292  / Homero 0 / AU6 ,0.075,NA,NA
10,Cantero Central,Bulevard Rivadavia,Av. Rivadavia 8500 - 8800,0.1,NA,NA
10,Paseo,Del Colectivo,Olivera 101 / Av. Rivadavia / Cnel R. Falcón,0.03,NA,NA
10,Cantero central,José Amalfitani,Manuel Porcel de Peralta / Alvarez Jonte 6395  / Paris / Marcelo Gamboa,0.695,NA,NA
10,Cantero central,Denominacion prov. Cantero Porcel de Peralta,Porcel De peralta 301,0.15,NA,NA
10,Plaza,Paseo de Versalles - Pérgola - Bomberos - Policía,Barragan 801 / Arregui / Manuel Porcel de Peralta / Cuartel Bomberos,1,NA,NA
10,Pasaje,Amigo de las Artes - Paseo de las artes  ,Av. Rivadavia / AU6 / Calderon de la Barca,0.07,NA,NA
10,Paseo,Yerbal 4401,Yerbal  4401 /Carrasco / Olivieri / FFCC Sarmiento,0.46,NA,NA
10,Vereda,Yerbal 3900,Yerbal / Segurola / Bahia Blanca,0.119,NA,NA
10,Plazoleta,White 217,White 217 / Rafaela / AU6,0.15,NA,NA
10,Paseo,Venancio Flores / Olivieri / Olmos,Venancio Flores / Olivieri / Olmos / FFCC Sarmiento ,0.2,NA,NA
10,Paseo,Venancio Flores e/ Segurola y Cuenca,Venancio Flores / Segurola /J.V. Gozalez / vias FFCC Sarmiento,0.2,NA,NA
10,Paseo,Venancio Flores e/ Segurola y Cuenca,Venancio Flores / J.V. Gonzalez / Concordia / FFCC Sarmiento,0.45,NA,NA
10,Paseo,Venancio Flores e/ Segurola y Cuenca,Venancio Flores / Concordia / Cuenca / FFCC Sarmiento,0.7,NA,NA
10,Plazoleta,La Victoria,Av. Gaona y Gualeguaychu / escuela / corralón,0.186,NA,NA
10,Plaza,29 de Diciembre de 2001,Mercedes  y  Epidio Gonzalez / escuela,0.48,NA,NA
10,Plaza,Ciudad de Banff,Lisboa 702 / Arregui / Lascano / Roma,1.5,NA,NA
10,Plaza,Ciudad de Udine,Mercedes  /  Camarones / Chivilcoy / escuela,0.95,NA,NA
10,Plazoleta ,De la Bandera,Juan B. Justo / Virrey Melo / Gaona /CARRASCO,0.31,NA,NA
10,Plaza,Don Bosco,Lopez de Vega / Miranda / Epidio Gonzalez / Hospital,1.5,NA,NA
10,Plaza,"Ernesto ""CHE"" Guevara",Ramón Falcón / Benedetti / pasaje sin nombre,0.68,NA,NA
10,Plaza,Guatemala,Alvarez Jonte y Juan B. Justo,0.058,NA,NA
10,Plaza,Monseñor Fermin Lafitte,Bermudez 2045 / Arregui / Allende / Hilario de Almeira,0.94,NA,NA
10,Plaza,Las Toscaneras,Moliere / Lista / Virgilio / J.P. Varela / vivienda particular,1.5,Mejora en rejas,NA
10,Plaza,Monte Castro,Miranda / Mercedes / Epidio Gonzalez / Gualeguaychu,1.26,Mejora en patio de juegos,NA
10,Plaza,Dr. Juan Bautista Teran,Melincue / Juan Esteban Martinez / Nogoya / José O. Gordillo,2,NA,NA
10,Plaza,Alberto Vaccarezza,Virgilio 1402 e/ Alcaraz y Moliere,0.456,NA,NA
10,Plaza,Velez Sarsfield,Avellaneda / Chivilcoy / Bogotá / Bahia Blanca,1.4,Mejora en patio de juegos,NA
10,Plaza,Villa Real,Bruselas / José Pedro Varela / Irigoyen / escuela,1.233,NA,NA
10,Plaza,Derechos del Hombre,Juan B. Justo 8451 / Cortina 650 / viviendas / Irigoyen,1,NA,NA
10,Plaza,Ejército de los Andes,Av. Rivadavia / Corvalan / Falcon / Albariños,1.01,NA,NA
10,Plazoleta,8 de Marzo - Día Internacional de la mujer,Juan B. Justo / Irigoyen / Margariños Cervantes,0.23,NA,NA
10,Plaza,José Eusebio Aguero,Roma 702 / Arregui / Lascano / escuela ,0.856,NA,NA
10,Plazoleta,Tte. Gral. Adolfo Arana,Irigoyen / Cortina / Av. Rivadavia,0.055,NA,NA
10,Plazoleta,Vicente Bellini,Av. Rivadavia / White 2 / Medina,0.062,NA,NA
10,Plazoleta,Carlos Gardel, Mozart / Emilio Castro,0.027,NA,NA
10,Plazoleta,Hugo Ricardo Corradi,Pedro Calderon de la Barca 98 / Yerbal 5002 ,0.07,NA,NA
10,Plazoleta,De la Amistad,White 320 -26-28-34-40-46/ Cajaravilla / Zelada,0.078,NA,NA
10,Plazoleta,Dr. Rodolfo Erausquin ,Gana 692 / Lascano / Fragueiro,0.035,NA,NA
10,Plazoleta,León Fontova,Falcon 4602 / Mozart / Medina,0.03,NA,NA
10,Plazoleta,Hercules,Sarachaga 5102 / Canónigo Miguel Calixto del Corro / Calderon de la Barca,0.021,NA,NA
10,Plazoleta,Hnas. A. Domon y L. Duquet,Medina 299 y Moreto 292,0.024,NA,NA
10,Plazoleta,Los Amigos ,Homero 106  e/ Falcon y Rafaela ,0.07,NA,NA
10,Plazoleta,Ceferino Namuncurá,Arregui 6402  / Barragan  /  Porcel de Peralta,0.069,NA,NA
10,Plazoleta,Prof. Ernestro Nelson,Juan B. Justo / Cesar Diaz / Miguel Del Corro,0.66,NA,NA
10,Plazoleta,Belisario Roldán,Santo Tomé 6701  / Gana / Calden,0.27,NA,NA
10,Plaza,Delfo Cabrera y Shakespeare ,Juan B. Justo  /  Irigoyen / Ruiz de los Llanos / sin nombre,0.7,NA,NA
10,Plazoleta, Cajaravilla,Cajaravilla 4683 / Au6 / White / vivienda particular ,0.033,NA,NA
10,Plazoleta,Alberto Castillo,Emilio Castro / Escalada 620 / Leopardi ,0.06,NA,NA
10,Plazoleta,Prof. Ernestro Nelson,J. B. Justo - Cesar Diaz - Moliere o Juan B. Justo / Saráchaga /  Cesar Diaz,0.03,NA,NA
10,Plazoleta,José María Gatica,Cesar Diaz 5502 / Juan B. Justo  8251,0.041,NA,NA
10,Plazoleta, San Cayetano -  Madrid 6901  ,Juan B. Justo 9815 / Cuzco,0.053,NA,NA
10,Plazoleta,Nogoyá 5801,Nogoya 5801 / Irigoyen / vivienda particular,0.07,NA,NA
10,Plazoleta,Patio de Cervantes ,Av. Rivadavia 9301 / Cervantes 80-86 /  AU6,0.1,NA,NA
10,Plazoleta,Patio de Yerbal , Yerbal 4940 / AU6 / vivienda particular/calderon de la Barca/yerbal,0.5,NA,NA
10,Plaza,Plaza de la Musica,Aguaribay 6768,0.022,NA,NA
11,CANTERO CENTRAL,"AGUSTINI, DELMIRA (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.   E/ LLAVALLOL Y CONCORDIA",0.05,NA,NA
11,CANTERO CENTRAL,"BERNI, ANTONIO (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV. .  E/ SAN NICOLAS Y GONZALEZ, JOAQUIN V.",0.073,NA,NA
11,CANTERO CENTRAL,"CARPENTIER, ALEJO (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.   E/ CONCORDIA Y LAMARCA, EMILIO",0.073,NA,NA
11,CANTERO CENTRAL,"CARRIL, HUGO DEL  (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.   E/ GUALEGUAYCHÚ Y SANABRIA",0.063,NA,NA
11,CANTERO CENTRAL,"GUILLEN, NICOLAS (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.   E/ LAMARCA, EMILIO Y SAN NICOLAS",0.072,NA,NA
11,CANTERO CENTRAL,"JARA, VICTOR (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.   E/ BERMUDEZ Y CERVANTES",0.042,NA,NA
11,CANTERO CENTRAL,"KAHLO, FRIDA (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.   E/ JUAREZ, BENITO Y ALLENDE",0.034,NA,NA
11,CANTERO CENTRAL,"MANSILLA, EDUARDA (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  E/ PAZ, MARCOS Y JUAREZ, BENITO",0.031,NA,NA
11,CANTERO CENTRAL,"MANSILLA, LUCIO V. (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  E/ DESAGUADERO Y LASTRA, AV.",0.032,NA,NA
11,CANTERO CENTRAL,MARTINEZ ESTRADA EZEQUIEL (PASEO DE LAS ARTES LATINOAMERICANAS),"CARRIL, SALVADOR MARIA DEL, AV.   E/SANABRIA Y SEGUROLA Av.",0.063,NA,NA
11,CANTERO CENTRAL,"MATHIS, LEONE (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  E/  LASTRA, AV. Y QUEVEDO",0.021,NA,NA
11,CANTERO CENTRAL,"NERUDA, PABLO (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  E/  MERCEDES Y GUALEGUAYCHÚ",0.062,NA,NA
11,CANTERO CENTRAL,"PARRA, VIOLETA (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  E/  CERVANTES Y PAZ, Gral. Av.",0.018,NA,NA
11,CANTERO CENTRAL,"RIVERA, DIEGO (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  e/ ALLENDE y DESAGUADERO",0.033,NA,NA
11,CANTERO CENTRAL,"ROZENMACHER, GERMÁN (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  E/ GONZALEZ, JOAQUÍN Y BAHÍA BLANCA",0.07,NA,NA
11,CANTERO CENTRAL,"VALLEJO, CÉSAR (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  E/ SEGUROLA, Av. Y Vías del FCGSM",0.095,NA,NA
11,CANTERO CENTRAL,VINICIUS DE MORAES (PASEO DE LAS ARTES LATINOAMERICANAS),"CARRIL, SALVADOR MARIA DEL, AV.  E/ QUEVEDO Y BERMUDEZ",0.026,NA,NA
11,CANTERO CENTRAL,"BOROWSKY, MICHEL (PASEO del BALLET ARGENTINO)","CHIVILCOY, AV.  E/ GABRIELA MISTRAL Y MOSCONI, GRAL., AV.",0.05,NA,NA
11,CANTERO CENTRAL,"FONTENLA, NORMA (PASEO del BALLET ARGENTINO)","CHIVILCOY, AV.  E/ HABANA Y CUBAS, JOSE",0.042,NA,NA
11,CANTERO CENTRAL,"GRANDE, DORA DEL (PASEO del BALLET ARGENTINO)","CHIVILCOY, AV.  E/ LOPEZ, CARLOS A. Y GRIVEO",0.052,NA,NA
11,CANTERO CENTRAL,"MERCE, ANTONIA, la Argentina (PASEO del BALLET ARGENTINO)","CHIVILCOY, AV.  E/ VALLEJOS(Vías del FFCC) Y mistral, gabriela",0.017,NA,NA
11,CANTERO CENTRAL,"NEGLIA, JOSE (PASEO del BALLET ARGENTINO)","CHIVILCOY, AV.  E/ CUBAS, JOSE Y VALLEJOS",0.041,NA,NA
11,CANTERO CENTRAL,"RUANOVA, MARÍA (PASEO del BALLET ARGENTINO)","CHIVILCOY, AV.  E/ MOSCONI, GRAL., AV. Y LOPEZ, CARLOS A.",0.051,NA,NA
11,CANTERO CENTRAL,S/D (PASEO del BALLET ARGENTINO),"CHIVILCOY, AV. E/ LADINES Y PAZ, GRAL., AV.",0.041,NA,NA
11,CANTERO CENTRAL,S/D,"CHIVILCOY, AV. E/ GRIVEO Y LADINES",0.052,NA,NA
11,VEREDON,ANEXO ESTACION VILLA DEVOTO,"Chivilvoy, Mercedes y las vias del FF.CC.",0.059,NA,NA
11,PLAZA,ARENALES,MERCEDES - BAHIA BLANCA - NUEVA YORK - PAREJA,3.13,Mejora en patio de juegos,Puesta en valor 2017/2018
11,CANTERO CENTRAL,BOULEVARD FAGNANO,"FAGNANO, JOSE, AV.  E/ CONCORDIA Y SAN MARTIN, AV.",0.094,NA,NA
11,PLAZOLETA,"CAMBIASSO, ANTONIO","NAZCA, AV. - MELINCUE - GUTIERREZ, RICARDO",0.003,NA,NA
11,PLAZOLETAS,COOPERADORAS ESCOLARES,Mosconi General Av. 4451,0.146,NA,NA
11,PLAZA,DE LA ASUNCION,"GAONA, AV. - GAVILAN - CARACAS - VIALE, LUIS",1.462,NA,NA
11,PLAZOLETA,"DE SARRATEA, MANUEL","JUSTO, JUAN B., AV. - TERRADA - TRES ARROYOS",0.014,NA,NA
11,PLAZOLETA,"Di CARO, FRANCISCO","SAN MARTIN, AV. - GUTEMBERG - DEL CARRIL, SALVADOR M., AV.",0.005,NA,NA
11,PLAZOLETA,"DONATO, EDGARDO","LINCOLN, AV. - SEGUROLA, AV. - MISTRAL, GABRIELA",0.021,NA,NA
11,PLAZOLETA,EL CAMPITO,"DESDE GUALEGUAYCHU Y R. GUTIERREZ (LADO SUR), HASTA N. YORK Y VIAS FFCC. SAN MARTIN",0.49,NA,NA
11,PLAZA,ERMINDO ONEGA,MOSCONI GRAL. AV. - GONZALEZ JOAQUIN V. -MISTRAL GABRIELA - BAHIA BLANCA,1.25,NA,NA
11,PLAZOLETA,"FAZIO, HERMENEGILDO,  Monseñor","MORAN, PEDRO - GONZALEZ, JOAQUIN V. - LINCOLN, AV.",0.031,NA,NA
11,PLAZOLETA,"GARCIA LORCA, FEDERICO","LINCOLN, AV. - GUALEGUAYCHU - CUBAS, JOSE",0.427,NA,NA
11,PLAZOLETA,"GUTIERREZ, RICARDO","BOLIVIA - RIVAS - GUTIERREZ, RICARDO",0.045,NA,NA
11,JARDIN,JARDIN DE VILLA DEL PARQUE,ARREGUI 3451,0.31,NA,NA
11,PLAZOLETA,"LARROQUE de ROFFO, ELENA ","GUTIERREZ, RICARDO - SAN NICOLAS - BEIRO, FRANCISCO AV.",0.16,NA,NA
11,PLAZOLETA,LÍBANO,"ASUNCION - GUTIERREZ, RICARDO - FERNANDEZ DE ENCISO - GUALEGUAYCHU",0.036,NA,NA
11,PLAZOLETA,"LINYERA, DANTE A.","SAN MARTIN, AV. - LOZANO, PEDRO - CONDARCO",0.082,Mejora en patio de juegos,Puesta en valor 2017/2018
11,PLAZOLETA,MARTIN PESCADOR,"M. PESCADOR, JONTE, T. VILARDEBO",0.12,NA,NA
11,PLAZOLETA,"MAZZA, SALVADOR, Dr.","BERMUDEZ - LOZANO, PEDRO - SOLORZANO PEREIRA, JUAN DE",0.043,NA,NA
11,CANTERO CENTRAL,METROBUS SAN MARTIN,AV SAN MARTIN 2202 AL 7498,0.3,NA,NA
11,PLAZOLETA,NIGERIA,"JUSTO, JUAN B., AV. - TERRERO - BELAUSTEGUI, LUIS, DR.",0.026,NA,NA
11,PLAZA,PASEO DE LOS ENCUENTROS,"CHIVILCOY, AV 4522",0.67,NA,NA
11,PLAZOLETA,"PILDSUDSKI, JOSE, Mcal.","SAN MARTIN, AV. - PAREJA - LLAVALLOL",0.032,NA,NA
11,VEREDON,PJE SAN NICOLAS,SAN NICOLAS - JONTE -  LASCANO,0.104,NA,NA
11,PLAZOLETA,PLACITA MELINCUE,Melincue y vias del FF.CC,0.075,NA,NA
11,PLAZOLETA,POLICÍA FEDERAL ARGENTINA,"LINCOLN, AV. - GUALEGUAYCHU - HABANA",0.043,NA,NA
11,PLAZOLETA,PORTO ALEGRE,"SAN MARTIN, AV. - NAZARRE - BOLIVIA",0.129,NA,Puesta en valor 2017/2018
11,PLAZOLETA,"RAFFO BONTA, ROMEO",EMPEDRADO - SANTO TOME - BOLIVIA,0.025,NA,NA
11,PLAZA,RAVIGNANI EL MAESTRO,"BEIRO, RAMON LISTA, CERVANTES",0.763,NA,NA
